"3399","0","Changed MULTI_TEXTVALUE_SEPARATOR into a property configurable by injection of constant named xwork.validatorfileparser.multi_textvalue_separator. This makes it possible to have empty String as 'separator' if it apllies to your particular platform, without breaking the backward compatibility and changing default behaviour.","1","-2"," Changed[0] MULTI_TEXTVALUE_SEPARATOR[0] into[0] a[0] property[0] configurable[0] by[0] injection[0] of[0] constant[0] named[0] xwork[0] [[Sentence=-1,1=word max, 1-5]] validatorfileparser[0] [[Sentence=-1,1=word max, 1-5]] multi_textvalue_separator[0] [[Sentence=-1,1=word max, 1-5]] This[0] makes[0] it[0] possible[0] to[0] have[0] empty[0] String[0] as[0] 'separator'[0] if[0] it[0] apllies[0] to[0] your[0] particular[0] platform[0] without[0] breaking[0] the[0] backward[0] compatibility[0] and[0] changing[0] default[-1] behaviour[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]","OK","english","-0.685908","negative"
"3591","0","That is my understanding. Looking at the dtd, it only defines a type attribute (required) on the validator element, which doesn't make any sense for this file.","1","-1"," That[0] is[0] my[0] understanding[0] [[Sentence=-1,1=word max, 1-5]] Looking[0] at[0] the[0] dtd[0] it[0] only[0] defines[0] a[0] type[0] attribute[0] required[0] on[0] the[0] validator[0] element[0] which[0] doesn't[0] make[0] any[0] sense[0] for[0] this[0] file[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","0.200532","positive"
"4163","0","No reply, closing.","1","-1"," No[0] reply[0] closing[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","-0.528458","negative"
"4223","0","Updated in 1.2 branch. David, please download and try 1.2 beta when it is released in a week or so.","2","-1"," Updated[0] in[0] 1[0] .2[0] branch[0] [[Sentence=-1,1=word max, 1-5]] David[0] please[1] download[0] and[0] try[0] 1[0] .2[0] beta[0] when[0] it[0] is[0] released[0] in[0] a[0] week[0] or[0] so[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","","neutral"
"4691","1","Fixed, closing","1","-1"," Fixed[0] closing[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"4694","0","As Wing Yew said, the .xsb files are not compiled Java code, so we can't generate sources for them.","2","-1"," As[0] Wing[0] Yew[0] said[0] the[0] [[Sentence=-1,1=word max, 1-5]] xsb[0] files[0] are[0] not[0] compiled[0] Java[0] code[0] so[0] we[0] can't[0] generate[0] sources[-1][NegatedDueToPreviousWord] for[0] them[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","-0.449019","negative"
"4758","0","See comments above, closing","1","-1"," See[0] comments[0] above[0] closing[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","0.399443","positive"
"4887","1","Patch Applied. Good Work Adrian!","2","-1"," Patch[0] Applied[0] [[Sentence=-1,1=word max, 1-5]] Good[1] Work[0] Adrian[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","0.351528","positive"
"5134","1","Ludger, thanks for the patch. I've just committed it. See SVN rev 1103164. Thiwanka, thanks for your help in investigating this issue.","2","-1"," Ludger[0] thanks[1] for[0] the[0] patch[0] [[Sentence=-1,2=word max, 1-5]] I've[0] just[0] committed[0] it[0] [[Sentence=-1,1=word max, 1-5]] See[0] SVN[0] rev[0] 1103164[0] [[Sentence=-1,1=word max, 1-5]] Thiwanka[0] thanks[1] for[0] your[0] help[0] in[0] investigating[0] this[0] issue[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","0.650124","positive"
"5294","1","After re-compiling the applcation and re-deploying everything worked properly, seems like during the first deployment something wrong happened and something got corrupted. Closing this issue as invalid. Thanks for your assistance.","2","-3"," After[0] re[0] compiling[0] the[0] applcation[0] and[0] re[0] deploying[0] everything[0] worked[0] properly[0] seems[0] like[1] during[0] the[0] first[0] deployment[0] something[0] wrong[-1] happened[0] and[0] something[0] got[0] corrupted[-2] [[Sentence=-3,2=word max, 1-5]] Closing[0] this[0] issue[0] as[0] invalid[-1] [[Sentence=-2,1=word max, 1-5]] Thanks[1] for[0] your[0] assistance[0] [[Sentence=-1,2=word max, 1-5]][[[2,-3 max of sentences]]]","OK","english","-0.15438","negative"
"5373","0","I mailed jsr-206-comments@jcp.org and got the following response from Jeff Suttor: 'hi Daniel, consistency and least astonishment are valuable. :) would you be open to filing an RFE http://bugs.sun.com or an issue http://jaxp.dev.java.net to insure this is addressed? as this would be a public API change, it will have to be part of JAXP.next. thanks, -- Jeff' I filed https://jaxp.dev.java.net/issues/show_bug.cgi?id 9","2","-1"," I[0] mailed[0] jsr[0] -206[0] comments@jcp[0] [[Sentence=-1,1=word max, 1-5]] org[0] and[0] got[0] the[0] following[0] response[0] from[0] Jeff[0] Suttor[0] 'hi[0] Daniel[0] consistency[0] and[0] least[0] astonishment[0] are[0] valuable[1] [[Sentence=-1,2=word max, 1-5]][+1 Emoticon] would[0] you[0] be[0] open[0] to[0] filing[0] an[0] RFE[0] http[0] ://bugs[0] [[Sentence=-1,2=word max, 1-5]] sun[0] [[Sentence=-1,1=word max, 1-5]] com[0] or[0] an[0] issue[0] http[0] ://jaxp[0] [[Sentence=-1,1=word max, 1-5]] dev[0] [[Sentence=-1,1=word max, 1-5]] java[0] [[Sentence=-1,1=word max, 1-5]] net[0] to[0] insure[0] this[0] is[0] addressed[0] [[Sentence=-1,1=word max, 1-5]] as[0] this[0] would[0] be[0] a[0] public[0] API[0] change[0] it[0] will[0] have[0] to[0] be[0] part[0] of[0] JAXP[0] [[Sentence=-1,1=word max, 1-5]] next[0] [[Sentence=-1,1=word max, 1-5]] thanks[1] Jeff'[0] I[0] filed[0] https[0] ://jaxp[0] [[Sentence=-1,2=word max, 1-5]] dev[0] [[Sentence=-1,1=word max, 1-5]] java[0] [[Sentence=-1,1=word max, 1-5]] net/issues/show_bug[0] [[Sentence=-1,1=word max, 1-5]] cgi[0] [[Sentence=-1,1=word max, 1-5]] id[0] 9[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","0.645068","positive"
"5491","0","reg_name has been accepted as valid URI syntax since Xerces 2.6.0. This may change in the future if XML Schema 1.0 moves up to the RFC 3986 syntax which excludes this production. Xerces CVS currently supports the XML Schema 1.0, 2nd edition which still references RFC 2396 for the anyURI type. The version of XML Schema 1.0 supported will be clearly marked in the documentation. The relevant RFCs for anyURI may be emphasized in a FAQ.","2","-1"," reg_name[0] has[0] been[0] accepted[0] as[0] valid[0] URI[0] syntax[0] since[0] Xerces[0] 2[0] .6[0] .0[0] [[Sentence=-1,1=word max, 1-5]] This[0] may[0] change[0] in[0] the[0] future[0] if[0] XML[0] Schema[0] 1[0] .0[0] moves[0] up[0] to[0] the[0] RFC[0] 3986[0] syntax[0] which[0] excludes[0] this[0] production[0] [[Sentence=-1,1=word max, 1-5]] Xerces[0] CVS[0] currently[0] supports[1] the[0] XML[0] Schema[0] 1[0] .0[0] 2nd[0] edition[0] which[0] still[0] references[0] RFC[0] 2396[0] for[0] the[0] anyURI[0] type[0] [[Sentence=-1,2=word max, 1-5]] The[0] version[0] of[0] XML[0] Schema[0] 1[0] .0[0] supported[1] will[0] be[0] clearly[0] marked[0] in[0] the[0] documentation[0] [[Sentence=-1,2=word max, 1-5]] The[0] relevant[0] RFCs[0] for[0] anyURI[0] may[0] be[0] emphasized[0] in[0] a[0] FAQ[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","0.351987","positive"
"5711","0","Venu committed your patch. It's in Xerces 2.6.0. Please verify.","2","-1"," Venu[0] committed[0] your[0] patch[0] [[Sentence=-1,1=word max, 1-5]] It's[0] in[0] Xerces[0] 2[0] .6[0] .0[0] [[Sentence=-1,1=word max, 1-5]] Please[1] verify[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","","neutral"
"5713","0","Venu committed your patch for Xerces 2.6.0. Please verify.","2","-1"," Venu[0] committed[0] your[0] patch[0] for[0] Xerces[0] 2[0] .6[0] .0[0] [[Sentence=-1,1=word max, 1-5]] Please[1] verify[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","","neutral"
"6272","0","The problem is not in the SAX parser. The problem occurs if you give the -server flag to the jvm (jdk 1.4/1.3) e.g. java -server sax parser class on a really big file. Will cause a stackOverflow. Greg Meagher","1","-2"," The[0] problem[-1] is[0] not[0] in[0] the[0] SAX[0] parser[0] [[Sentence=-2,1=word max, 1-5]] The[0] problem[-1] occurs[0] if[0] you[0] give[0] the[0] server[0] flag[0] to[0] the[0] jvm[0] jdk[0] 1[0] .4/1[0] .3[0] e[0] [[Sentence=-2,1=word max, 1-5]] g[0] [[Sentence=-1,1=word max, 1-5]] java[0] server[0] sax[0] parser[0] class[0] on[0] a[0] really[0] big[0] file[0] [[Sentence=-1,1=word max, 1-5]] Will[0] cause[0] a[0] stackOverflow[0] [[Sentence=-1,1=word max, 1-5]] Greg[0] Meagher[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]","OK","english","-0.0924483","negative"
"6447","0","See bug 5694 for the DOMException problem.","1","-2"," See[0] bug[-1] 5694[0] for[0] the[0] DOMException[0] problem[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]","OK","english","-0.429056","negative"
"6555","0","Reporter took back the issue.","1","-1"," Reporter[0] took[0] back[0] the[0] issue[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"7380","0","As a work around, I scan the XML document to locate the namespaces which are then compared against a look-up file to see which schemas to load in the grammar. The only reason this was done is because DOMEntityResolver did not trigger for all namespaces. I am using version 2.7 and the option to trigger on all namespaces would be useful.","2","-2"," As[0] a[0] work[0] around[0] I[0] scan[0] the[0] XML[0] document[0] to[0] locate[0] the[0] namespaces[0] which[0] are[0] then[0] compared[0] against[-1] a[0] look[0] up[0] file[0] to[0] see[0] which[0] schemas[0] to[0] load[0] in[0] the[0] grammar[0] [[Sentence=-2,1=word max, 1-5]] The[0] only[0] reason[0] this[0] was[0] done[0] is[0] because[0] DOMEntityResolver[0] did[0] not[0] trigger[0] for[0] all[0] namespaces[0] [[Sentence=-1,1=word max, 1-5]] I[0] am[0] using[0] version[0] 2[0] .7[0] and[0] the[0] option[0] to[0] trigger[0] on[0] all[0] namespaces[0] would[0] be[0] useful[1] [[Sentence=-1,2=word max, 1-5]][[[2,-2 max of sentences]]]","OK","english","-0.00547716","negative"
"7461","1","I verified the fix using the xml-xerces_20040107172932.tar.gz CVS snapshot. Thanks!","2","-1"," I[0] verified[0] the[0] fix[0] using[0] the[0] xml[0] xerces_20040107172932[0] [[Sentence=-1,1=word max, 1-5]] tar[0] [[Sentence=-1,1=word max, 1-5]] gz[0] CVS[0] snapshot[0] [[Sentence=-1,1=word max, 1-5]] Thanks[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","0.607095","positive"
"7577","0","patch in cvs. Could you please verify?","2","-1"," patch[0] in[0] cvs[0] [[Sentence=-1,1=word max, 1-5]] Could[0] you[0] please[1] verify[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","-0.352879","negative"
"7665","1","Verified, thanks.","2","-1"," Verified[0] thanks[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","0.757815","positive"
"8098","0","*** Bug 9236 has been marked as a duplicate of this bug. ***","1","-2"," Bug[-1] 9236[0] has[0] been[0] marked[0] as[0] a[0] duplicate[0] of[0] this[0] bug[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]","OK","english","-0.75014","negative"
"8202","0","*** Bug 8704 has been marked as a duplicate of this bug. ***","1","-2"," Bug[-1] 8704[0] has[0] been[0] marked[0] as[0] a[0] duplicate[0] of[0] this[0] bug[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]","OK","english","-0.75014","negative"
"8640","0","I think you want the XMLBEANS project, the xml to object mapping, rather than XBEAN, reusable server components","1","-1"," I[0] think[0] you[0] want[0] the[0] XMLBEANS[0] project[0] the[0] xml[0] to[0] object[0] mapping[0] rather[0] than[0] XBEAN[0] reusable[0] server[0] components[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"8813","0","checked in","1","-1"," checked[0] in[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"8980","0","Added 'onRowInserted' callback to TreeTable, call it from TableBridge when a row is inserted, so far just using it to resize sizer bars.' C:/workspace/xap/codebase/src/xap/bridges/dojo/TableBridge.js C:/workspace/xap/codebase/src/xap/widgets/dojo/TreeTable.js ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� Sending workspace/xap/codebase/src/xap/bridges/dojo/TableBridge.js ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� Sending workspace/xap/codebase/src/xap/widgets/dojo/TreeTable.js ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� Transmitting file data ... ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� Committed revision 534737.","1","-1"," Added[0] 'onRowInserted'[0] callback[0] to[0] TreeTable[0] call[0] it[0] from[0] TableBridge[0] when[0] a[0] row[0] is[0] inserted[0] so[0] far[0] just[0] using[0] it[0] to[0] resize[0] sizer[0] bars[0] [[Sentence=-1,1=word max, 1-5]] '[0] C[0] :/workspace/xap/codebase/src/xap/bridges/dojo/TableBridge[0] [[Sentence=-1,1=word max, 1-5]] js[0] C[0] :/workspace/xap/codebase/src/xap/widgets/dojo/TreeTable[0] [[Sentence=-1,1=word max, 1-5]] js[0] ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� Sending[0] workspace/xap/codebase/src/xap/bridges/dojo/TableBridge[0] [[Sentence=-1,1=word max, 1-5]] js[0] ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� Sending[0] workspace/xap/codebase/src/xap/widgets/dojo/TreeTable[0] [[Sentence=-1,1=word max, 1-5]] js[0] ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� Transmitting[0] file[0] data[0] [[Sentence=-1,1=word max, 1-5]] ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� Committed[0] revision[0] 534737[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","-0.177755","negative"
"9485","0","This appears to be a duplicate of XALANJ-2301. That bug report contains a one-line patch (supplied inline in the text of the bug report).","1","-2"," This[0] appears[0] to[0] be[0] a[0] duplicate[0] of[0] XALANJ[0] -2301[0] [[Sentence=-1,1=word max, 1-5]] That[0] bug[-1] report[0] contains[0] a[0] one[0] line[0] patch[0] supplied[0] inline[0] in[0] the[0] text[0] of[0] the[0] bug[-1] report[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]","OK","english","-0.540383","negative"
"9798","0","closing this issue.","1","-1"," closing[0] this[0] issue[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","-0.376567","negative"
"9989","0","Xalan-Java appears to be operating correctly.","1","-1"," Xalan[0] Java[0] appears[0] to[0] be[0] operating[0] correctly[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"10261","0","I checked that this bug was fixed in version 2.5.2.","1","-2"," I[0] checked[0] that[0] this[0] bug[-1] was[0] fixed[0] in[0] version[0] 2[0] .5[0] .2[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]","OK","english","-0.400881","negative"
"10446","0","This bug has been fixed in Xalan Java 2.5.2. Please verify.","2","-2"," This[0] bug[-1] has[0] been[0] fixed[0] in[0] Xalan[0] Java[0] 2[0] .5[0] .2[0] [[Sentence=-2,1=word max, 1-5]] Please[1] verify[0] [[Sentence=-1,2=word max, 1-5]][[[2,-2 max of sentences]]]","OK","english","-0.425282","negative"
